,ARR_Airline,AC_TYPE,STA_Weekday,STA_time_of_the_day,STA_Month,Registration,Arr_Stand
604,LX,32B,5,515,1,HBION,A2
605,QB,320,5,540,1,EPFQR,B4
606,JU,AT7,5,565,1,YUALU,C7
607,B2,CR2,5,570,1,EW277PJ,C8
608,YM,E95,5,575,1,4OAOA,A4
609,JU,332,5,635,1,YUARA,C3A
610,QR,320,5,640,1,A7AHB,A5
611,JU,AT7,5,645,1,YUALV,B3
612,AZ,319,5,650,1,EIIMS,A2
613,JU,319,5,660,1,YUAPF,A3
614,JU,AT7,5,665,1,YUALN,C9
615,JU,AT7,5,665,1,YUALP,C10
616,EY,320,5,670,1,A6EIR,A4
617,JU,320,5,670,1,YUAPH,A1
618,ADN,B350,5,675,1,DCUTE,A11-2
619,JU,319,5,700,1,YUAPI,C5
620,WZZ,320,5,710,1,HALWO,A9
621,SU,32A,5,715,1,VQBST,C6
622,JU,319,5,720,1,YUAPE,A6
623,JU,319,5,735,1,YUAPC,A4
624,FZ,7M8,5,735,1,A6FMG,A5
625,JU,319,5,750,1,YUAPD,A3
626,JU,AT7,5,755,1,YUALU,C7
627,LH,320,5,760,1,DAIQU,A2
628,WZ,320,5,780,1,VPBWW,A1
629,LO,E70,5,810,1,SPLDF,C1
630,AMER,TBM8,5,825,1,N850LH,A12-2
631,LX,CS3,5,835,1,HBJCE,C1
632,OS,DH4,5,850,1,OELGA,C4
633,YM,100,5,875,1,4OAOM,A5
634,QB,320,5,925,1,EPFQR,B3
635,JU,AT7,5,960,1,YUALU,C6
636,JU,319,5,960,1,YUAPE,C2
637,JU,AT7,5,965,1,YUALO,C9
638,JU,319,5,975,1,YUAPF,A2
639,JU,AT7,5,975,1,YUALN,C7
640,LH,CR9,5,980,1,DACNL,A5
641,REPSRP,525,5,990,1,E7SMS,A13-3
642,JU,AT7,5,1000,1,YUALV,C10
643,JU,320,5,1005,1,YUAPH,C1
644,JU,319,5,1020,1,YUAPA,C4
645,SU,320,5,1075,1,VQBPU,C4
646,WZZ,320,5,1085,1,HALWO,A4
647,WZZ,320,5,1095,1,HALPJ,A3
648,YM,E95,5,1125,1,4OAOA,C2
649,TK,73H,5,1170,1,TCJGS,A2
650,DY,73H,5,1220,1,LNNGR,A5
651,JU,AT7,5,1310,1,YUALN,C7
652,SU,320,5,1315,1,VPBWD,A4
653,JU,319,5,1320,1,YUAPB,A2
654,JU,AT7,5,1340,1,YUALU,C8
655,JU,319,5,1345,1,YUAPE,C6
656,WZZ,320,5,1395,1,HALWO,A3
657,LH,319,5,1415,1,DAILS,A5
658,JU,AT7,0,415,1,YUALP,C10
659,JU,320,0,410,1,YUAPG,C2
660,JU,319,0,25,1,YUAPI,C3
661,JU,AT7,0,30,1,YUALO,C6
662,JU,AT7,0,20,1,YUALV,C7
663,WZZ,320,0,375,1,HALPJ,A8
664,WZZ,32A,0,390,1,HALWV,A9
665,JU,319,0,30,1,YUAPD,A2
666,JU,AT7,0,435,1,YUALN,C9
667,EY,32A,0,735,1,A6EIY,A2
668,JU,AT7,0,425,1,YUALV,C7
669,JU,319,0,400,1,YUAPD,A4
670,JU,AT7,0,410,1,YUALO,C8
671,JU,319,0,410,1,YUAPE,A3
672,JU,319,0,795,1,YUAPB,C1
673,SWT,AT7,0,540,1,ECLSN,B3
674,OS,DH4,0,480,1,OELGI,C6
675,YM,E95,0,535,1,4OAOA,A5
676,EZS,32A,0,545,1,HBJXJ,A3
677,JU,AT7,0,595,1,YUALP,C7
678,JU,319,0,610,1,YUAPI,C4
679,B2,E95,0,610,1,EW514PO,A6
680,WZZ,320,0,630,1,HALPJ,A4
681,DY,738,0,650,1,LNNHA,C2
682,HV,73H,0,650,1,PHHXG,A5
683,QR,320,0,700,1,A7AHD,A3
684,JU,AT7,0,800,1,YUALV,C8
685,AZ,321,0,705,1,EIIXV,A1
686,SLOVEN,56X,0,720,1,S5BDM,A13-1
687,JU,AT7,0,815,1,YUALN,C10
688,EY,320,0,745,1,A6EIR,C6
689,JU,320,0,740,1,YUAPG,C5
690,KK,320,0,735,1,URAJD,A6
691,JU,AT7,0,815,1,YUALO,C9
692,WZZ,32A,0,735,1,HALWV,A9
693,PC,73H,0,765,1,TCARP,C4
694,JU,319,0,830,1,YUAPC,A7
695,SU,320,0,775,1,VPBKC,C3
696,JU,319,0,795,1,YUAPE,C2
697,JU,320,0,1055,1,YUAPH,A2
698,JU,AT7,0,795,1,YUALP,C7
699,JU,319,0,1025,1,YUAPD,C3
700,EZY,319,0,790,1,GEZIX,A4
701,LH,320,0,805,1,DAIPD,A1
702,LH,E95,0,795,1,DAEBC,A5
703,JU,319,0,1075,1,YUAPJ,C2
704,WZ,320,0,840,1,VPBWY,A3
705,LO,E70,0,845,1,SPLDG,C4
706,A3,320,0,865,1,SXDVM,C6
707,LX,CS3,0,880,1,HBJCO,C5
708,OS,DH4,0,910,1,OELGE,C1
709,YM,100,0,915,1,4OAOM,A1
710,WZZ,320,0,940,1,HALPJ,A5
711,JU,319,0,1065,1,YUAPC,C6
712,JU,AT7,0,1105,1,YUALN,C7
713,JU,AT7,0,1115,1,YUALV,C8
714,LH,CR9,0,1015,1,DACNM,A4
715,LO,E70,0,1015,1,SPLDK,A3
716,JU,320,0,1080,1,YUAPG,A1
717,JU,319,0,1085,1,YUAPI,C4
718,WZZ,32A,0,1060,1,HALWV,A5
719,JU,319,0,1085,1,YUAPB,C1
720,OS,DH4,0,1100,1,OELGK,A4
721,SU,320,0,1125,1,VQBKU,A3
722,JU,AT7,0,1145,1,YUALO,C10
723,YM,E95,0,1165,1,4OAOA,A2
724,TK,321,0,1225,1,TCJRB,A1
725,OS,DH4,1,470,1,OELGC,A8
726,JU,AT7,1,20,1,YUALO,C7
727,SU,73H,0,1415,1,VPBMM,C2
728,JU,319,1,30,1,YUAPB,C3
729,JU,319,0,1395,1,YUAPJ,C4
730,JU,AT7,1,435,1,YUALV,C10
731,JU,320,1,435,1,YUAPH,A1
732,JU,320,1,410,1,YUAPG,C1
733,WZZ,32A,1,375,1,HALWV,A4
734,JU,319,1,400,1,YUAPD,C6
735,JU,319,1,400,1,YUAPC,A3
736,WZZ,32A,1,755,1,HALYJ,A9
737,EY,32A,1,745,1,A6EIT,A6
738,JU,AT7,1,410,1,YUALO,C9
739,JU,319,1,420,1,YUAPB,A5
740,JU,319,1,475,1,YUAPJ,C2
741,EZS,32A,1,520,1,HBJXE,C5
742,TK,73H,1,540,1,TCJGI,A1
743,YM,100,1,535,1,4OAOM,A2
744,YM,E95,1,535,1,4OAOC,A5
745,RO,AT5,1,560,1,YRATF,C7
746,JU,319,1,610,1,YUAPE,C4
747,TU,736,1,610,1,TSIOL,A8
748,GDK,56X,1,900,1,OEGCG,A13-2
749,MDF,SW4,1,1005,1,SXBGU,A14-4
750,QR,321,1,700,1,A7ADS,A2
751,JU,319,1,740,1,YUAPB,C3
752,JU,AT7,1,830,1,YUALV,C9
753,JU,AT7,1,815,1,YUALN,C7
754,EY,32A,1,735,1,A6EJA,A5
755,JU,320,1,740,1,YUAPG,C5
756,JU,AT7,1,805,1,YUALP,C10
757,JU,AT7,1,800,1,YUALO,C8
758,TU,736,1,745,1,TSIOK,A4
759,WZZ,32A,1,755,1,HALWV,A8
760,SU,738,1,775,1,VQBHX,C2
761,JU,320,1,1020,1,YUAPH,C4
762,FZ,7M8,1,780,1,A6FMF,A1
763,JU,319,1,1065,1,YUAPC,A1
764,JU,319,1,815,1,YUAPD,A2
765,LH,321,1,795,1,DAIRW,A3
766,LH,321,1,815,1,DAISG,A5
767,LO,E75,1,845,1,SPLIC,C3
768,LX,321,1,880,1,HBIOL,A1
769,OS,DH4,1,945,1,OELGO,A6
770,HV,73W,1,900,1,PHXRX,A3
771,YM,100,1,915,1,4OAOM,A4
772,JU,319,1,1020,1,YUAPJ,C5
773,JU,AT7,1,1115,1,YUALV,C7
774,JU,319,1,1025,1,YUAPD,C6
775,JU,AT7,1,1100,1,YUALO,C10
776,JU,AT7,1,1105,1,YUALP,C9
777,JU,319,1,1095,1,YUAPB,C1
778,JU,AT7,1,1145,1,YUALN,C8
779,LH,319,1,1020,1,DAIBE,A2
780,JU,320,1,1080,1,YUAPG,C2
781,JU,319,1,1085,1,YUAPE,C3
782,WZ,320,1,1090,1,VPBWW,A4
783,AZ,320,1,1120,1,EIDSY,A5
784,OS,DH4,1,1100,1,OELGH,A3
785,SU,320,1,1125,1,VQBIR,A2
786,WZZ,32A,1,1115,1,HALYJ,C4
787,WZZ,32A,1,1140,1,HALWV,C5
788,YM,E95,1,1165,1,4OAOC,C2
789,TK,321,1,1225,1,TCJRH,A1
790,OS,DH4,2,470,1,OELGP,A3
791,JU,AT7,2,795,1,YUALO,C9
792,JU,AT7,2,450,1,YUALN,C10
793,SU,73H,1,1415,1,VPBKN,A1
794,JU,AT7,2,435,1,YUALP,C7
795,JU,320,2,395,1,YUAPG,C3
796,JU,319,1,1420,1,YUAPB,C1
797,JU,319,2,410,1,YUAPE,C4
798,JU,319,1,1435,1,YUAPC,C2
799,JU,319,2,400,1,YUAPD,C6
800,JU,319,2,375,1,YUAPJ,C5
801,WZZ,32A,2,735,1,HALYJ,A8
802,JU,320,2,410,1,YUAPH,A5
803,WZZ,32A,3,1095,1,HALWV,A8
804,JU,319,2,395,1,YUAPF,C2
805,SM,320,2,330,1,SUBTM,A1
806,EY,32A,2,735,1,A6EIV,A2
807,JU,319,2,610,1,YUAPC,A4
808,JU,319,2,795,1,YUAPB,A6
809,YM,100,2,495,1,4OAOM,A1
810,TK,73H,2,540,1,TCJFL,C4
811,RO,AT5,2,560,1,YRATB,C8
812,QR,320,2,700,1,A7ADI,C4
813,JU,AT7,2,830,1,YUALT,C8
814,AZ,320,2,705,1,IBIKO,A4
815,JU,319,2,795,1,YUAPF,B5
816,JU,AT7,2,805,1,YUALP,C10
817,JU,AT7,2,800,1,YUALN,C7
818,EY,320,2,745,1,A6EIJ,A1
819,EZS,320,2,735,1,HBJXD,A5
820,JU,320,2,1020,1,YUAPG,C6
821,SU,32A,2,775,1,VPBLP,C1
822,DY,73H,2,755,1,LNNGE,C3
823,JU,319,2,795,1,YUAPE,A3
824,FZ,7M8,2,780,1,A6FMF,C5
825,JU,319,2,815,1,YUAPD,A7
826,EZY,32A,2,790,1,OEIZU,A4
827,LH,321,2,815,1,DAIRT,A2
828,LH,E95,2,795,1,DAEMD,C1
829,JU,319,2,1025,1,YUAPJ,C4
830,LO,E75,2,845,1,SPLIO,A1
831,A3,320,2,865,1,SXDVG,A5
832,LX,320,2,885,1,HBIJO,A3
833,OS,DH4,2,910,1,OELGC,A4
834,PINK,56X,2,930,1,YUPZM,A12-2
835,JU,AT7,2,1145,1,YUALT,C10
836,JU,AT7,2,1105,1,YUALN,C9
837,JU,319,2,1085,1,YUAPB,C1
838,JU,AT7,2,1100,1,YUALP,C7
839,ISLE,510,2,1020,1,MUSTG,A12-1
840,JU,319,2,1035,1,YUAPF,C2
841,JU,AT7,2,1060,1,YUALO,C8
842,LO,E90,2,1015,1,SPLMD,A2
843,LH,CR9,2,1015,1,DACNT,A4
844,KK,319,2,1055,1,TCATD,A3
845,JU,319,2,1065,1,YUAPC,C3
846,JU,319,2,1095,1,YUAPE,C5
847,WZZ,32A,2,1060,1,HALYJ,A5
848,OS,DH4,2,1100,1,OELGH,C4
849,SU,320,2,1125,1,VPBKY,A2
850,YM,E95,2,1165,1,4OAOA,C3
851,TK,321,2,1225,1,TCJRI,A5
852,OS,DH4,3,470,1,OELGH,A6
853,JU,AT7,3,435,1,YUALP,C9
854,JU,319,3,410,1,YUAPF,C2
855,SU,32A,2,1415,1,VPBLH,A3
856,JU,319,3,405,1,YUAPB,A2
857,JU,AT7,3,415,1,YUALN,C10
858,JU,AT7,3,30,1,YUALV,C7
859,JU,320,3,610,1,YUAPH,C6
860,JU,319,2,1395,1,YUAPE,C4
861,JU,AT7,3,20,1,YUALO,C8
862,WZZ,32A,3,280,1,HALYJ,B6
863,JU,319,3,475,1,YUAPJ,C1
864,JU,320,3,400,1,YUAPG,C5
865,EY,32A,3,735,1,A6EIX,A3
866,JU,AT7,3,410,1,YUALO,C8
867,JU,AT7,3,425,1,YUALV,C7
868,JU,319,3,400,1,YUAPE,A5
869,TK,73H,3,540,1,TCJHF,A1
870,YM,100,3,535,1,4OAOM,A2
871,YM,E95,3,535,1,4OAOA,A5
872,JU,AT7,3,795,1,YUALN,C10
873,VJT,CL30,3,1080,1,9HVCB,A11-1
874,QR,320,3,700,1,A7ADC,C4
875,JU,AT7,3,830,1,YUALV,C9
876,JU,319,3,740,1,YUAPC,C6
877,HV,73H,3,705,1,PHHSW,A4
878,IJM,GL5T,3,780,1,OELPZ,B3
879,JU,319,3,740,1,YUAPF,C2
880,JU,319,3,1065,1,YUAPB,C2
881,JU,AT7,3,800,1,YUALP,C7
882,EY,320,3,745,1,A6EIP,A5
883,JU,AT7,3,815,1,YUALO,C8
884,PC,73H,3,765,1,TCCRG,A2
885,SU,320,3,775,1,VPBIJ,C1
886,FZ,7M8,3,780,1,A6FMD,C5
887,JU,320,3,1020,1,YUAPG,A5
888,JU,319,3,1020,1,YUAPE,A4
889,EZS,320,3,790,1,HBJYA,C4
890,LH,32A,3,815,1,DAIUD,A1
891,LH,E95,3,795,1,DAEBB,A3
892,WZZ,32A,3,1115,1,HALYJ,A9
893,LX,320,3,880,1,HBIJK,C1
894,OS,DH4,3,910,1,OELGF,A2
895,B2,CR2,3,910,1,EW277PJ,A6
896,YM,100,3,915,1,4OAOM,A1
897,JU,319,3,1420,1,YUAPJ,C6
898,JU,AT7,3,1115,1,YUALV,C9
899,JU,AT7,3,1105,1,YUALP,C7
900,JU,319,3,1060,1,YUAPF,C4
901,JU,AT7,3,1100,1,YUALO,C8
902,LO,E75,3,1015,1,SPLIL,A1
903,LH,CR9,3,1015,1,DACNQ,A2
904,JU,319,3,1085,1,YUAPC,C1
905,JU,320,3,1080,1,YUAPH,C5
906,AZ,320,3,1120,1,EIDTA,A1
907,OS,E90,3,1100,1,OELWL,A4
908,SU,320,3,1125,1,VPBZO,A3
909,MS,ABY,3,1170,1,SUGAS,B7
910,YM,E95,3,1165,1,4OAOA,C3
911,RO,AT5,3,1180,1,YRATB,A2
912,TK,32B,3,1225,1,TCJTI,C2
913,GNJ,CL60,4,690,1,SXFSA,A11-2
914,OS,DH4,4,470,1,OELGO,A6
915,SU,32A,3,1415,1,VPBTC,A3
916,AMER,EA5,4,840,1,N855MS,A13-1
917,JU,AT7,4,450,1,YUALP,C10
918,JU,AT7,4,425,1,YUALV,C9
919,JU,319,4,25,1,YUAPC,C5
920,WZZ,32A,4,390,1,HALYJ,A9
921,JU,319,4,410,1,YUAPE,C4
922,WZZ,32A,4,375,1,HALWV,A8
923,EY,32A,4,735,1,A6EJA,C1
924,JU,319,4,405,1,YUAPJ,A5
925,TK,73H,4,540,1,TCJHE,C2
926,YM,E95,4,535,1,4OAOA,A4
927,YM,100,4,535,1,4OAOM,A3
928,EZS,319,4,545,1,HBJYK,A1
929,QB,320,4,615,1,EPFQR,B5
930,JU,319,4,610,1,YUAPC,C5
931,JU,AT7,4,595,1,YUALN,C10
932,MDF,SW4,4,650,1,SXBGU,A13-4
933,WZZ,32A,4,630,1,HALWV,A5
934,QR,320,4,700,1,A7AHG,C3
935,JU,AT7,4,805,1,YUALV,A10
936,JU,319,4,740,1,YUAPJ,C5
937,JU,AT7,4,830,1,YUALT,C9
938,JU,AT7,4,795,1,YUALP,A9
939,JU,319,4,795,1,YUAPE,C6
940,EY,320,4,745,1,A6EIN,A2
941,KK,320,4,735,1,TCATT,A7
942,WZZ,32A,4,735,1,HALYJ,A4
943,PC,73H,4,765,1,TCCRF,A1
944,JU,319,4,795,1,YUAPF,A6
945,SU,32A,4,775,1,VQBSL,C2
946,JU,319,4,815,1,YUAPD,C3
947,EZY,319,4,790,1,OELQD,A3
948,JU,AT7,4,800,1,YUALN,C10
949,LH,E95,4,795,1,DAEBB,A5
950,JU,319,4,1070,1,YUAPB,C5
951,LH,320,4,815,1,DAIPT,A1
952,WZ,320,4,840,1,VPBWX,A4
953,FRV,GLF5,4,900,1,CNMMT,B4
954,LO,E70,4,845,1,SPLDH,C1
955,A3,320,4,865,1,SXDGX,A2
956,LX,320,4,895,1,HBIJS,C2
957,OS,DH4,4,910,1,OELGC,A5
958,MDF,SW4,4,1005,1,SXBGU,A13-4
959,WZZ,32A,4,940,1,HALWV,A3
960,HV,73H,4,945,1,PHHZX,A4
961,QB,320,4,960,1,EPFQR,B6
962,JU,319,4,1025,1,YUAPD,C3
963,JU,AT7,4,1145,1,YUALT,C7
964,JU,AT7,4,1100,1,YUALN,A7
965,JU,AT7,4,1105,1,YUALP,C6
966,JU,AT7,4,1115,1,YUALV,C8
967,JU,319,4,1065,1,YUAPF,A1
968,LO,E75,4,1015,1,SPLIA,C2
969,LH,319,4,1020,1,DAILW,A4
970,JU,319,4,1080,1,YUAPJ,A3
971,JU,319,4,1095,1,YUAPC,C4
972,JU,319,4,1085,1,YUAPE,C1
973,WZZ,32A,4,1060,1,HALYJ,A5
974,OS,DH4,4,1100,1,OELGO,A4
975,SU,320,4,1125,1,VQBSJ,C2
976,MS,ABY,4,1170,1,SUGAY,B7
977,YM,E95,4,1155,1,4OAOC,A2
978,TK,321,4,1225,1,TCJRB,A1
979,YM,E95,4,1245,1,4OAOA,A3
980,RO,AT5,4,1250,1,YRATF,C8
981,SU,321,4,1415,1,VPBTG,A2
982,JU,319,4,1395,1,YUAPE,A3
983,JU,319,4,1420,1,YUAPB,C3
984,JU,319,4,1435,1,YUAPD,C4
985,EY,32A,0,320,1,A6EIY,A2
986,JU,AT7,0,325,1,YUALV,C7
987,JU,319,0,330,1,YUAPD,A4
988,JU,AT7,0,330,1,YUALO,C8
989,JU,319,0,350,1,YUAPE,A3
990,JU,319,0,355,1,YUAPB,C1
991,SWT,AT7,0,420,1,ECLSN,B3
992,OS,DH4,0,440,1,OELGI,C6
993,YM,E95,0,495,1,4OAOA,A5
994,EZS,32A,0,510,1,HBJXJ,A3
995,JU,AT7,0,550,1,YUALP,C7
996,JU,319,0,560,1,YUAPI,C4
997,B2,E95,0,570,1,EW514PO,A6
998,WZZ,320,0,600,1,HALPJ,A4
999,DY,738,0,605,1,LNNHA,C2
1000,HV,73H,0,605,1,PHHXG,A5
1001,QR,320,0,640,1,A7AHD,A3
1002,JU,AT7,0,645,1,YUALV,C8
1003,AZ,321,0,650,1,EIIXV,A1
1004,SLOVEN,56X,0,660,1,S5BDM,A13-1
1005,JU,AT7,0,665,1,YUALN,C10
1006,EY,320,0,670,1,A6EIR,C6
1007,JU,320,0,670,1,YUAPG,C5
1008,KK,320,0,675,1,URAJD,A6
1009,JU,AT7,0,685,1,YUALO,C9
1010,WZZ,32A,0,690,1,HALWV,A9
1011,PC,73H,0,695,1,TCARP,C4
1012,JU,319,0,695,1,YUAPC,A7
1013,SU,320,0,715,1,VPBKC,C3
1014,JU,319,0,725,1,YUAPE,C2
1015,JU,320,0,735,1,YUAPH,A2
1016,JU,AT7,0,745,1,YUALP,C7
1017,JU,319,0,750,1,YUAPD,C3
1018,EZY,319,0,755,1,GEZIX,A4
1019,LH,320,0,760,1,DAIPD,A1
1020,LH,E95,0,760,1,DAEBC,A5
1021,JU,319,0,770,1,YUAPJ,A6
1022,WZ,320,0,780,1,VPBWY,A3
1023,LO,E70,0,810,1,SPLDG,C4
1024,A3,320,0,820,1,SXDVM,C6
1025,LX,CS3,0,840,1,HBJCO,C5
1026,OS,DH4,0,850,1,OELGE,C1
1027,YM,100,0,875,1,4OAOM,A1
1028,WZZ,320,0,895,1,HALPJ,A5
1029,JU,319,0,960,1,YUAPC,C6
1030,JU,AT7,0,970,1,YUALN,C7
1031,JU,AT7,0,970,1,YUALV,C8
1032,LH,CR9,0,980,1,DACNM,A4
1033,LO,E70,0,980,1,SPLDK,A3
1034,JU,320,0,1005,1,YUAPG,A1
1035,JU,319,0,1020,1,YUAPI,C4
1036,WZZ,32A,0,1030,1,HALWV,A5
1037,JU,319,0,1030,1,YUAPB,C1
1038,OS,DH4,0,1070,1,OELGK,A4
1039,SU,320,0,1075,1,VQBKU,A3
1040,JU,AT7,0,1085,1,YUALO,C10
1041,YM,E95,0,1125,1,4OAOA,A2
1042,TK,321,0,1170,1,TCJRB,A1
1043,OS,DH4,0,1290,1,OELGC,A8
1044,JU,AT7,0,1310,1,YUALO,C7
1045,SU,73H,0,1320,1,VPBMM,C2
1046,JU,319,0,1320,1,YUAPB,C3
1047,JU,319,0,1330,1,YUAPJ,C4
1048,JU,AT7,0,1340,1,YUALV,C10
1049,JU,320,0,1340,1,YUAPH,A1
1050,JU,320,0,1340,1,YUAPG,C1
1051,WZZ,32A,0,1370,1,HALWV,A4
1052,JU,319,0,1375,1,YUAPD,C6
1053,JU,319,0,1415,1,YUAPC,A3
1054,WZZ,32A,1,20,1,HALYJ,A9
1055,EY,32A,1,320,1,A6EIT,A6
1056,JU,AT7,1,325,1,YUALO,C9
1057,JU,319,1,330,1,YUAPB,A5
1058,JU,319,1,355,1,YUAPJ,C2
1059,EZS,32A,1,485,1,HBJXE,C5
1060,TK,73H,1,485,1,TCJGI,A1
1061,YM,100,1,495,1,4OAOM,A2
1062,YM,E95,1,495,1,4OAOC,A5
1063,RO,AT5,1,525,1,YRATF,C7
1064,JU,319,1,560,1,YUAPE,C4
1065,TU,736,1,565,1,TSIOL,A8
1066,GDK,56X,1,565,1,OEGCG,A13-2
1067,MDF,SW4,1,590,1,SXBGU,A14-4
1068,QR,321,1,640,1,A7ADS,A2
1069,JU,319,1,655,1,YUAPB,C3
1070,JU,AT7,1,665,1,YUALV,C9
1071,JU,AT7,1,665,1,YUALN,C7
1072,EY,32A,1,670,1,A6EJA,A5
1073,JU,320,1,670,1,YUAPG,C5
1074,JU,AT7,1,680,1,YUALP,C10
1075,JU,AT7,1,685,1,YUALO,C8
1076,TU,736,1,695,1,TSIOK,A4
1077,WZZ,32A,1,710,1,HALWV,A8
1078,SU,738,1,715,1,VQBHX,C2
1079,JU,320,1,720,1,YUAPH,C4
1080,FZ,7M8,1,735,1,A6FMF,A1
1081,JU,319,1,735,1,YUAPC,A1
1082,JU,319,1,750,1,YUAPD,A2
1083,LH,321,1,760,1,DAIRW,A3
1084,LH,321,1,770,1,DAISG,A5
1085,LO,E75,1,810,1,SPLIC,C3
1086,LX,321,1,840,1,HBIOL,A1
1087,OS,DH4,1,850,1,OELGO,A6
1088,HV,73W,1,855,1,PHXRX,A3
1089,YM,100,1,875,1,4OAOM,A4
1090,JU,319,1,955,1,YUAPJ,C5
1091,JU,AT7,1,960,1,YUALV,C7
1092,JU,319,1,960,1,YUAPD,C6
1093,JU,AT7,1,970,1,YUALO,C10
1094,JU,AT7,1,975,1,YUALP,C9
1095,JU,319,1,975,1,YUAPB,C1
1096,JU,AT7,1,975,1,YUALN,C8
1097,LH,319,1,980,1,DAIBE,A2
1098,JU,320,1,1005,1,YUAPG,C2
1099,JU,319,1,1020,1,YUAPE,C3
1100,WZ,320,1,1030,1,VPBWW,A4
1101,AZ,320,1,1070,1,EIDSY,A5
1102,OS,DH4,1,1070,1,OELGH,A3
1103,SU,320,1,1075,1,VQBIR,A2
1104,WZZ,32A,1,1085,1,HALYJ,C4
1105,WZZ,32A,1,1095,1,HALWV,C5
1106,YM,E95,1,1125,1,4OAOC,C2
1107,TK,321,1,1170,1,TCJRH,A1
1108,OS,DH4,1,1290,1,OELGP,A3
1109,JU,AT7,1,1305,1,YUALO,C9
1110,JU,AT7,1,1310,1,YUALN,C10
1111,SU,73H,1,1325,1,VPBKN,A1
1112,JU,AT7,1,1330,1,YUALP,C7
1113,JU,320,1,1340,1,YUAPG,C3
1114,JU,319,1,1345,1,YUAPB,C1
1115,JU,319,1,1350,1,YUAPE,C4
1116,JU,319,1,1360,1,YUAPC,C2
1117,JU,319,1,1375,1,YUAPD,C6
1118,JU,319,1,1380,1,YUAPJ,C5
1119,WZZ,32A,1,1395,1,HALYJ,A8
1120,JU,320,1,1420,1,YUAPH,A5
1121,WZZ,32A,2,80,1,HALWV,A9
1122,JU,319,2,170,1,YUAPF,C2
1123,SM,320,2,270,1,SUBTM,A1
1124,EY,32A,2,320,1,A6EIV,A2
1125,JU,319,2,345,1,YUAPC,A4
1126,JU,319,2,350,1,YUAPB,A6
1127,YM,100,2,455,1,4OAOM,A1
1128,TK,73H,2,485,1,TCJFL,C4
1129,RO,AT5,2,525,1,YRATB,C8
1130,QR,320,2,640,1,A7ADI,C4
1131,JU,AT7,2,645,1,YUALT,C8
1132,AZ,320,2,650,1,IBIKO,A4
1133,JU,319,2,660,1,YUAPF,B5
1134,JU,AT7,2,665,1,YUALP,C10
1135,JU,AT7,2,665,1,YUALN,C7
1136,EY,320,2,670,1,A6EIJ,A1
1137,EZS,320,2,700,1,HBJXD,A5
1138,JU,320,2,700,1,YUAPG,C6
1139,SU,32A,2,715,1,VPBLP,C1
1140,DY,73H,2,715,1,LNNGE,C3
1141,JU,319,2,725,1,YUAPE,A3
1142,FZ,7M8,2,735,1,A6FMF,C5
1143,JU,319,2,750,1,YUAPD,A7
1144,EZY,32A,2,755,1,OEIZU,A4
1145,LH,321,2,760,1,DAIRT,A2
1146,LH,E95,2,760,1,DAEMD,C1
1147,JU,319,2,770,1,YUAPJ,C4
1148,LO,E75,2,810,1,SPLIO,A1
1149,A3,320,2,820,1,SXDVG,A5
1150,LX,320,2,840,1,HBIJO,A3
1151,OS,DH4,2,850,1,OELGC,A4
1152,PINK,56X,2,915,1,YUPZM,A12-2
1153,JU,AT7,2,960,1,YUALT,C10
1154,JU,AT7,2,970,1,YUALN,C9
1155,JU,319,2,975,1,YUAPB,C1
1156,JU,AT7,2,975,1,YUALP,C7
1157,ISLE,510,2,975,1,MUSTG,A12-1
1158,JU,319,2,975,1,YUAPF,C2
1159,JU,AT7,2,975,1,YUALO,C8
1160,LO,E90,2,980,1,SPLMD,A2
1161,LH,CR9,2,980,1,DACNT,A4
1162,KK,319,2,1010,1,TCATD,A3
1163,JU,319,2,1020,1,YUAPC,C3
1164,JU,319,2,1030,1,YUAPE,C5
1165,WZZ,32A,2,1030,1,HALYJ,A5
1166,OS,DH4,2,1070,1,OELGH,C4
1167,SU,320,2,1075,1,VPBKY,A2
1168,YM,E95,2,1125,1,4OAOA,C3
1169,TK,321,2,1170,1,TCJRI,A5
1170,OS,DH4,2,1290,1,OELGH,A6
1171,JU,AT7,2,1305,1,YUALP,C9
1172,JU,319,2,1315,1,YUAPF,A1
1173,SU,32A,2,1315,1,VPBLH,A3
1174,JU,319,2,1320,1,YUAPB,A2
1175,JU,AT7,2,1330,1,YUALN,C10
1176,JU,AT7,2,1340,1,YUALV,C7
1177,JU,320,2,1340,1,YUAPH,C6
1178,JU,319,2,1345,1,YUAPE,C4
1179,JU,AT7,2,1350,1,YUALO,C8
1180,WZZ,32A,2,1370,1,HALYJ,A5
1181,JU,319,2,1375,1,YUAPJ,C1
1182,JU,320,2,1380,1,YUAPG,C5
1183,EY,32A,3,320,1,A6EIX,A3
1184,JU,AT7,3,325,1,YUALO,C8
1185,JU,AT7,3,330,1,YUALV,C7
1186,JU,319,3,355,1,YUAPE,A5
1187,TK,73H,3,485,1,TCJHF,A1
1188,YM,100,3,495,1,4OAOM,A2
1189,YM,E95,3,495,1,4OAOA,A5
1190,JU,AT7,3,565,1,YUALN,C10
1191,VJT,CL30,3,565,1,9HVCB,A11-1
1192,QR,320,3,640,1,A7ADC,C4
1193,JU,AT7,3,645,1,YUALV,C9
1194,JU,319,3,655,1,YUAPC,C6
1195,HV,73H,3,660,1,PHHSW,A4
1196,IJM,GL5T,3,660,1,OELPZ,B3
